Input-node Gene Symbol,Input-node GeneID,Output-node Gene Symbol,Output-node GeneID,Edge direction score
AMBP,259,ALB,213,0.951
GBP2,2634,GADD45A,1647,0.951
UBQLN4,56893,EEF1A1,1915,0.901
CTR9,9646,SMAD9,4093,0.862
BCL2L1,598,RAD9A,5883,0.558
RET,5979,MAPK8,5599,0.967
UBA52,7311,SMAD4,4089,0.901
SERPINA5,5104,SEMG2,6407,0.951
GRB2,2885,TUB,7275,0.704
NTRK2,4915,SHC1,6464,0.999
CCR5,1234,LCK,3932,0.77
ERBB2,2064,SHC1,6464,0.962
HLA-C,3107,TAPBP,6892,0.967
LSM3,27258,SNRPE,6635,0.964
PARD6A,50855,YWHAH,7533,0.951
RAC1,5879,TUBA4A,7277,0.901
MSC,9242,ID2,3398,0.707
BAT2,7916,RERE,473,0.989
GADD45G,10912,SMARCB1,6598,0.984
MYD88,4615,TLR2,7097,0.695
HMOX2,3163,KIAA1377,57562,0.901
CTNND1,1500,ZBTB33,10009,0.984
GRB2,2885,SOS2,6655,0.901
APOA1,335,MAPK6,5597,0.903
HDAC5,10014,NCOR1,9611,0.966
DTX2,113878,PLSCR1,5359,0.743
HDGFRP3,50810,SMURF1,57154,0.964
TCEB2,6923,SOCS6,9306,0.901
NOC4L,79050,USHBP1,83878,0.964
RABIF,5877,UTP14A,10813,0.951
NCOA2,10499,HIF1A,3091,0.966
DAPK3,1613,ATF4,468,0.743
MRPL37,51253,TK1,7083,0.798
ERN1,2081,BAK1,578,0.732
HMGB1,3146,TP73,7161,0.55
MCM2,4171,MCM6,4175,0.895
MAPK14,1432,DDIT3,1649,0.966
ATP5A1,498,ATP5C1,509,0.732
FYN,2534,MS4A1,931,0.862
MYC,4609,PARP10,84875,0.926
MAP1LC3B,81631,KLHL5,51088,0.936
HOXC8,3224,JUN,3725,0.707
GRB2,2885,GAB1,2549,0.951
SMURF2,64750,ZBTB44,29068,0.984
OSGEP,55644,C7orf64,84060,0.862
ATP6V1E1,529,ALDOB,229,0.926
AKT1,207,CDKN1A,1026,0.984
COPS5,10987,PPARG,5468,0.966
MARK2,2011,GSK3B,2932,0.743
ESR2,2100,SREBF1,6720,0.966
YWHAG,7532,PPIG,9360,0.895
POLDIP2,26073,PDPK1,5170,0.896
GRN,2896,GFI1B,8328,0.966
HTT,3064,PDK2,5164,0.902
SNRNP40,9410,ACP5,54,0.895
RAG1,5896,HMGB2,3148,0.964
PRKAR1A,5573,CBS,875,0.558
SMAD2,4087,LITAF,9516,0.966
DAP,1611,SETDB1,9869,0.984
SKIL,6498,CDC27,996,0.547
HNRNPA0,10949,MAPKAPK2,9261,0.798
VWF,7450,ITGA2B,3674,0.743
ETV6,2120,L3MBTL,26013,0.952
RXFP1,59350,RLN3,117579,0.994
CHUK,1147,TNFAIP3,7128,0.862
PDE4DIP,9659,FHL1,2273,0.984
PLCG1,5335,SOCS7,30837,0.895
ETS1,2113,MAF,4094,0.984
SH3KBP1,30011,CBLB,868,0.55
ERBB2,2064,SRC,6714,0.967
CNTFR,1271,PLSCR1,5359,0.998
KPNB1,3837,NUP62,23636,0.743
EMD,2010,CREB3,10488,0.952
KPNB1,3837,CHD3,1107,0.595
TK1,7083,INPP5K,51763,0.901
NR1H2,7376,RXRB,6257,0.936
HNF4A,3172,PNRC1,10957,0.743
ZFPM2,23414,CTBP1,1487,0.707
INVS,27130,ZNF512B,57473,0.964
TNFSF11,8600,MAPK1,5594,0.901
TIRAP,114609,TRAF6,7189,0.87
STAMBPL1,57559,SMAD7,4092,0.952
FLNC,2318,CAPN3,825,0.951
MAPK14,1432,ELK3,2004,0.984
RAC1,5879,MCF2L,23263,0.951
PA2G4,5036,EXOSC5,56915,0.966
AGFG1,3267,PKIA,5569,0.798
PNRC1,10957,RARG,5916,0.984
VIM,7431,ZHX1,11244,0.901
DVL1,1855,DVL3,1857,0.952
RB1,5925,ARID3B,10620,0.984
TSPAN4,7106,CLDN11,5010,0.999
C19orf50,79036,LMO3,55885,0.984
NIN,51199,SUMO1,7341,0.901
EID1,23741,NR0B2,8431,0.984
ATXN1,6310,BAT2L,84726,0.821
TEAD1,7003,MEF2B,4207,0.984
CBL,867,BAT3,7917,0.87
ACTN4,81,TRIM3,10612,0.984
GATA1,2623,CEBPE,1053,0.966
GRM7,2917,TUBA1A,7846,0.761
ARHGAP1,392,ITPR1,3708,0.822
SOCS1,8651,PIM2,11040,0.951
GFRA1,2674,RET,5979,0.996
OPRD1,4985,PRKCD,5580,0.965
HSPD1,3329,BAK1,578,0.862
PIM1,5292,NFATC1,4772,0.952
LSM3,27258,SNRPD3,6634,0.732
RPS6KA1,6195,CREBBP,1387,0.984
SH3KBP1,30011,NEDD4,4734,0.862
AKAP8L,26993,DHX9,1660,0.895
EPHB1,2047,ACP1,52,0.999
TUBA4A,7277,NCALD,83988,0.952
ACCN2,41,PRKACA,5566,0.681
HSPE1,3336,40179,6303,0.575
F2R,2149,SNX1,6642,0.982
CTSS,1520,CST3,1471,0.895
SKIL,6498,TRIM62,55223,0.984
DBI,1622,MAP1LC3B,81631,0.952
PITX1,5307,NR5A1,2516,0.55
ITK,3702,KPNA1,3836,0.984
FEZ1,9638,MEST,4232,0.798
HSPA1A,3303,KRT18,3875,0.595
EIF4E2,9470,EIF4ENIF1,56478,0.798
GPR183,1880,MTA1,9112,0.951
RASGRF1,5923,TNK2,10188,0.926
VDR,7421,RXRB,6257,0.936
COL1A1,1277,CAPN1,823,0.87
EWSR1,2130,ZDHHC3,51304,0.547
CNTNAP1,8506,SRC,6714,0.998
ACTR2,10097,ARPC5,10092,0.999
TNFRSF10B,8795,TNFSF10,8743,0.993
IRAK1,3654,MDFIC,29969,0.951
CALM1,801,ESR1,2099,0.951
MAPK14,1432,HSF4,3299,0.952
CRP,1401,GP6,51206,0.798
RALGDS,5900,RIT1,6016,0.895
NCOA1,8648,PPARG,5468,0.823
POU2F1,5451,NFYA,4800,0.966
EXOC8,149371,CCDC85B,11007,0.984
PBX2,5089,HOXB8,3218,0.984
PRKCA,5578,PICK1,9463,0.945
SMAD3,4088,EID2,163126,0.951
WWTR1,25937,TEAD4,7004,0.952
DDX24,57062,EIF3E,3646,0.743
MAPKAPK3,7867,TCF3,6929,0.952
SAP30,8819,HDAC1,3065,0.55
ARHGEF12,23365,GNA13,10672,0.879
PRKACA,5566,WT1,7490,0.984
ATF7IP,55729,GTF2F1,2962,0.984
CDC20,991,CCNA2,890,0.984
PFDN1,5201,NR2F1,7025,0.952
GABPA,2551,CREBBP,1387,0.707
PPIA,5478,SUPT5H,6829,0.952
BTG1,694,THRA,7067,0.902
TNFRSF1A,7132,IKBKG,8517,0.951
TUBA1B,10376,SIAH1,6477,0.952
SDPR,8436,PLEKHF2,79666,0.558
PARD3,56288,INADL,10207,0.902
ITGB1,3688,PRKCA,5578,0.909
C7orf64,84060,ERH,2079,0.901
EEF1D,1936,CDC2,983,0.821
FLII,2314,OPTN,10133,0.952
S1PR1,1901,GNAI3,2773,0.735
40179,6303,MED31,51003,0.984
TBC1D5,9779,GABARAPL2,11345,0.952
PBK,55872,CDC2,983,0.901
PRPH2,5961,PRPH,5630,0.879
POLR2D,5433,POLR2B,5431,0.895
ACTA1,58,JUB,84962,0.951
PSMD11,5717,SMAD5,4090,0.984
PRKCA,5578,MBP,4155,0.901
JAK1,3716,IRS1,3667,0.967
BAT2,7916,C1QBP,708,0.903
REPS2,9185,EPS15,2060,0.798
CDH1,999,RAB8B,51762,0.862
DDR1,780,COL2A1,1280,0.998
RFX1,5989,NFIX,4784,0.984
MSX2,4488,CEBPA,1050,0.839
SERPINH1,871,C2orf18,54978,0.732
FGG,2266,ITGB3,3690,0.829
MAPK8IP3,23162,MAP2K7,5609,0.798
BAT2,7916,HNRNPA1,3178,0.903
WWP1,11059,TP53BP2,7159,0.984
PTPRC,5788,PAEP,5047,0.862
NR2F2,7026,TRIM24,8805,0.55
BIRC2,329,UBE2J1,51465,0.798
NEK6,10783,NEK9,91754,0.895
SKIL,6498,CBX4,8535,0.984
EIF4B,1975,EIF4E,1977,0.896
TAC1,6863,FN1,2335,0.595
PRKCG,5582,YWHAG,7532,0.984
TBC1D4,9882,NFAT5,10725,0.952
DOK1,1796,TEC,7006,0.895
RASA1,5921,FES,2242,0.595
ABL1,25,BRCA1,672,0.951
NTRK1,4914,IRS1,3667,0.967
CCR9,10803,CCL25,6370,0.829
PDZK1,5174,GFAP,2670,0.951
SMAD5,4090,VPS24,51652,0.966
IL1RL1,9173,TIRAP,114609,1
AMPH,273,BIN1,274,0.901
L1CAM,3897,PEA15,8682,0.862
KAT5,10524,NFKB1,4790,0.966
SP3,6670,RB1,5925,0.707
UBE2E3,10477,CNOT4,4850,0.984
MDK,4192,NCL,4691,0.952
BTK,695,PIP4K2A,5305,0.994
AR,367,TGIF1,7050,0.936
UBQLN4,56893,EAPP,55837,0.951
PSMC5,5705,NR1I3,9970,0.952
LMO2,4005,RNF12,51132,0.984
SAA1,6288,COL4A3,1285,0.798
KRT8,3856,RAF1,5894,0.883
NRXN1,9378,SYTL3,94120,0.999
EIF2AK2,5610,PRKRIP1,79706,0.667
CACYBP,27101,SKP1,6500,0.895
TRAF6,7189,OTUD7B,56957,0.984
CCDC130,81576,ZBTB16,7704,0.743
NMT1,4836,ARL5A,26225,0.558
IER3IP1,51124,TK1,7083,0.951
ZNF580,51157,TSC22D4,81628,0.964
TGFBR1,7046,SMAD6,4091,0.984
RAF1,5894,RFXANK,8625,0.984
EPHA2,1969,TIAM1,7074,0.999
GPRASP1,9737,GLP1R,2740,0.584
ACLY,47,MEF2C,4208,0.952
SRC,6714,EVL,51466,0.901
A2BP1,54715,ATXN1,6310,0.901
CSNK2B,1460,ACTL6B,51412,0.951
IL1RAP,3556,STAT3,6774,0.822
TCEB2,6923,TCEB3B,51224,0.862
SRGN,5552,CEP70,80321,0.862
RCAN1,1827,MAP3K3,4215,0.558
RUNX1T1,862,TCF4,6925,0.966
MET,4233,CBL,867,0.967
LRRC4C,57689,DFNB31,25861,0.675
SMAD3,4088,SMURF1,57154,0.966
GLUL,2752,PLEKHF2,79666,0.951
ARNT2,9915,ARNT,405,0.55
SKIV2L2,23517,PBX2,5089,0.984
TK1,7083,HERC3,8916,0.558
VASP,7408,DMRTB1,63948,0.984
TP53,7157,GNL3,26354,0.926
KIAA1377,57562,POLD1,5424,0.862
LCK,3932,PRKCD,5580,0.87
GPS1,2873,RBX1,9978,0.926
NFATC2,4773,EP300,2033,0.966
ADRA2A,150,YWHAZ,7534,0.909
RAF1,5894,DMPK,1760,0.901
SFN,2810,GPRIN2,9721,0.743
PTPN6,5777,GAB2,9846,0.994
TTR,7276,SUMO3,6612,0.984
FYN,2534,NPHS1,4868,0.901
PLSCR1,5359,RERE,473,0.984
ABR,29,PIP5K1C,23396,0.732
EDA2R,60401,FADD,8772,0.999
MAPK10,5602,GTF3C1,2975,0.902
GABRR2,2570,CSNK2A1,1457,0.862
FYN,2534,GRB10,2887,0.87
PIGR,5284,RAB3B,5865,0.862
CBL,867,CD5,921,0.862
UBE2V2,7336,C1orf103,55791,0.895
PRKCB,5579,CHUK,1147,0.862
RAC1,5879,ARHGDIA,396,0.984
STXBP3,6814,SMN1,6606,0.883
BTK,695,PIP4K2C,79837,0.994
FYN,2534,HRAS,3265,0.901
ROBO1,6091,SRGAP1,57522,0.999
PARK2,5071,HEXDC,284004,0.798
PTH1R,5745,SLC9A3R1,9368,0.999
CD82,3732,EGFR,1956,0.998
TSC22D4,81628,GORASP2,26003,0.707
GNAO1,2775,KLHL3,26249,0.989
TNFRSF12A,51330,TNFSF12,8742,0.995
HEY2,23493,HAND2,9464,0.55
TMSB4Y,9087,EWSR1,2130,0.743
YLPM1,56252,PRMT1,3276,0.558
LEP,3952,HK3,3101,0.967
YWHAE,7531,CDC2L1,984,0.951
LCK,3932,DAPP1,27071,0.951
RUNX3,864,TLE1,7088,0.55
SMCR7L,54471,MAGEA1,4100,0.895
SUMO2,6613,SP100,6672,0.952
CCND1,595,MCM10,55388,0.821
HSP90AB1,3326,MAP3K3,4215,0.558
SF3B1,23451,DYRK1A,1859,0.964
CSNK2A1,1457,RNF7,9616,0.837
SPTBN1,6711,ZNF512B,57473,0.984
APPL2,55198,MTA2,9219,0.896
FLAD1,80308,RCC1,1104,0.798
ADAM19,8728,NRG1,3084,0.895
SHC1,6464,RAPGEF1,2889,0.862
CUL3,8452,RBX1,9978,0.926
PLXNB2,23654,PFDN1,5201,0.999
EIF6,3692,POLA2,23649,0.967
PAN2,9924,DYNLL1,8655,0.558
BCL2L1,598,IKZF3,22806,0.984
LOC440258,440258,GSK3B,2932,0.862
H3F3A,3020,SMARCA4,6597,0.597
PRKCA,5578,GNB2L1,10399,0.821
CUTC,51076,LNX1,84708,0.732
SHC1,6464,NPM1,4869,0.862
CALR,811,MAPK6,5597,0.988
CSPG4,1464,ATF7IP,55729,0.862
PARD6A,50855,MARK4,57787,0.798
C1orf103,55791,POLR3F,10621,0.951
BCL2L11,10018,BCL2L1,598,0.798
CNOT7,29883,BTG1,694,0.895
ANAPC7,51434,AKAP1,8165,0.798
PSME1,5720,CDC37,11140,0.984
DDX3X,1654,NFKB2,4791,0.984
SRPK2,6733,SFRS1,6426,0.798
RXRA,6256,NCOA6,23054,0.966
SH3BP2,6452,FLT3,2322,0.984
CD93,22918,F12,2161,0.998
TUBA1A,7846,C4orf17,84103,0.951
BMP5,653,FST,10468,0.895
NLGN3,54413,DLG3,1741,0.675
HDAC1,3065,PITX2,5308,0.823
CREBBP,1387,STAT2,6773,0.55
IL2RB,3560,FYN,2534,0.998
40179,6303,APLP1,333,0.901
GAPDH,2597,PCDHA4,56144,0.862
MED28,80306,MED8,112950,0.984
CD28,940,IL12A,3592,0.903
CALB2,794,TUBA4A,7277,0.798
YWHAG,7532,BAT1,7919,0.902
SMAD3,4088,TFE3,7030,0.966
YWHAE,7531,TFDP2,7029,0.952
PTMA,5757,CDC2,983,0.64
PRKCG,5582,PDLIM5,10611,0.984
LOR,4014,VIM,7431,0.743
SFRS1,6426,CRKRS,51755,0.558
THRA,7067,NCOA6,23054,0.55
HDAC2,3066,RCOR1,23186,0.984
C11orf58,10944,FBN3,84467,0.732
FAM160A2,84067,RABAC1,10567,0.798
BTK,695,PRKD1,5587,0.994
TUBB,203068,PFDN4,5203,0.798
PKM2,5315,TK1,7083,0.901
NR1I2,8856,PSMC5,5705,0.55
TOP1,7150,TP53,7157,0.707
ESR2,2100,MED1,5469,0.984
NDUFA6,4700,TBPL1,9519,0.952
ADD1,118,ID2,3398,0.984
KIAA1377,57562,C7orf20,51608,0.798
FGR,2268,SNCA,6622,0.862
HIPK1,204851,HOXD4,3233,0.952
PVRL4,81607,MLLT4,4301,1
CFH,3075,THBS1,7057,0.951
LAT,27040,PIK3R1,5295,0.974
TMOD3,29766,MAP1LC3B,81631,0.896
NEFL,4747,CDK5RAP2,55755,0.951
SLA,6503,LAT,27040,0.558
IL2RB,3560,JAK3,3718,0.995
VCAN,1462,CCL5,6352,0.761
ACTR3,10096,WASF3,10810,0.732
ATF1,466,HNF1B,6928,0.952
HAP1,9001,ZNF691,51058,0.952
FRS2,10818,CBL,867,0.821
UQCRQ,27089,ERCC8,1161,0.558
ARHGEF7,8874,CBLB,868,0.707
AVP,551,TXNDC17,84817,0.862
NFKB1,4790,FOS,2353,0.966
CCND1,595,HDAC3,8841,0.936
CAST,831,CASP7,840,0.951
PCBP1,5093,NOVA1,4857,0.895
MPL,4352,ATXN2L,11273,0.998
CCNE1,898,CDKN1A,1026,0.823
ACTN2,88,CAMK2G,818,0.743
CSNK2A1,1457,SHOX,6473,0.984
BAX,581,YWHAQ,10971,0.999
BMPR1B,658,BMPR2,659,0.963
SH2D3C,10044,SNCAIP,9627,0.895
FBXW7,55294,ARL6IP1,23204,0.732
S100B,6285,IQGAP1,8826,0.983
CAV1,857,EGFR,1956,0.756
RPS6KA5,9252,CREBBP,1387,0.984
DIABLO,56616,UFM1,51569,0.951
HUWE1,10075,SMAD2,4087,0.951
SDF4,51150,ZNF512B,57473,0.952
SKP2,6502,CUL4A,8451,0.732
PTN,5764,PIAS4,51588,0.984
ABI3,51225,RUNX1T1,862,0.96
RHOH,399,C1orf103,55791,0.862
RPA1,6117,TCEA2,6919,0.667
CSF2RB,1439,KIT,3815,0.908
GRB2,2885,SNTA1,6640,0.945
CTSG,1511,SERPINB13,5275,0.951
YWHAG,7532,PRMT1,3276,0.901
XRCC6,2547,KIAA0182,23199,0.951
TSHR,7253,GNAI2,2771,0.845
DUSP4,1846,MAPK1,5594,0.951
CDK4,1019,RFC1,5981,0.984
NCK1,4690,WAS,7454,0.988
APOA1,335,HPR,3250,0.803
ATF2,1386,CEBPG,1054,0.952
CTBP1,1487,HDAC2,3066,0.707
TP53,7157,KAT2B,8850,0.984
MET,4233,DNAJA3,9093,0.967
SMN1,6606,CCDC90B,60492,0.743
YWHAB,7529,RACGAP1,29127,0.901
FAS,355,PTPN13,5783,0.983
FABP1,2168,PPARG,5468,0.8
IFI35,3430,BATF,10538,0.964
SKI,6497,MECP2,4204,0.966
RAI14,26064,YWHAB,7529,0.951
SOX6,55553,SOX5,6660,0.936
MAPK1IP1L,93487,UBE2I,7329,0.952
COPB2,9276,MCF2,4168,0.895
DNMT3B,1789,NCAPG,64151,0.8
ARPC3,10094,THNSL2,55258,0.8
GABARAPL1,23710,SQSTM1,8878,0.951
COBRA1,25920,ESR1,2099,0.951
GABRB3,2562,PPP2CA,5515,0.732
JUNB,3726,FOS,2353,0.707
GRIN2B,2904,CAMK2B,816,0.951
KRTAP4-12,83755,CCNK,8812,0.862
TRA2A,29896,YWHAG,7532,0.902
NCOR1,9611,ETS2,2114,0.55
UBB,7314,CHEK1,1111,0.778
PARD3,56288,YWHAG,7532,0.966
MEF2D,4209,NFATC2,4773,0.55
PHAX,51808,NSFL1C,55968,0.558
CHMP1B,57132,RASSF7,8045,0.984
STRAP,11171,SMAD7,4092,0.984
RAC1,5879,DOCK8,81704,0.951
YWHAZ,7534,BCAR1,9564,0.743
MST1R,4486,SHC1,6464,0.928
EIF2AK2,5610,FIBP,9158,0.667
SERPING1,710,PLAT,5327,0.951
ESR1,2099,CCND1,595,0.901
CHRM3,1131,ARF6,382,0.761
RXRB,6257,TAF11,6882,0.952
CBR3,874,RAB35,11021,0.558
MAPK1,5594,KLF11,8462,0.952
BMPR1A,657,GDF5,8200,0.971
DNM1,1759,PACSIN1,29993,0.798
PLK1,5347,C9orf114,51490,0.895
MAPK7,5598,MAP2K5,5607,0.902
APP,351,CAV1,857,0.945
U2AF2,11338,WT1,7490,0.952
RAD23A,5886,EP300,2033,0.96
SMAD3,4088,MCM3AP,8888,0.743
PPM1A,5494,PIK3R1,5295,0.897
COPS6,10980,EP300,2033,0.984
GOLGA2,2801,ABLIM1,3983,0.862
CDKN1B,1027,CCNA2,890,0.984
CD55,1604,CD14,929,0.909
CTNND2,1501,TTR,7276,0.901
IL1RAP,3556,IL1B,3553,0.596
FYN,2534,IRS1,3667,0.951
TRA@,6955,HSPA5,3309,0.65
ACVR1,90,RRAS2,22800,0.901
EP300,2033,EGR1,1958,0.902
LCK,3932,PECAM1,5175,0.951
ATF7IP,55729,POLR2D,5433,0.951
WWP2,11060,PDLIM7,9260,0.667
CREB1,1385,SMARCA5,8467,0.984
HSP90AA1,3320,SLC2A4,6517,0.952
WEE1,7465,SMAD3,4088,0.984
PTGES3,10728,AIP,9049,0.768
RPS27,6232,C2orf44,80304,0.895
LEPR,3953,PTPN11,5781,0.63
PPP1R8,5511,SETDB1,9869,0.984
FEN1,2237,EP300,2033,0.984
MNAT1,4331,CDK7,1022,0.902
JUN,3725,UBE2I,7329,0.55
LSM7,51690,LSM4,25804,0.967
FKBP4,2288,NR3C1,2908,0.901
SLC6A3,6531,TGFB1I1,7041,0.951
PLCG1,5335,PICALM,8301,0.951
NUDT3,11165,RPL8,6132,0.901
RPS28,6234,PFDN1,5201,0.622
TBP,6908,DRAP1,10589,0.55
RASD2,23551,SMURF2,64750,0.77
TCERG1,10915,SETDB1,9869,0.984
CHUK,1147,NR2C2,7182,0.984
NME1,4830,GORASP2,26003,0.926
RPL7A,6130,GRINL1A,81488,0.732
FHL2,2274,CTNNB1,1499,0.778
RP4-691N24.1,22981,GCC1,79571,0.862
GRB2,2885,NCKIPSD,51517,0.951
DMPK,1760,TK1,7083,0.743
TIRAP,114609,PRKRA,8575,0.951
NCOR2,9612,SAP30,8819,0.966
STAT3,6774,ZNF148,7707,0.984
SH3GL3,6457,AES,166,0.951
HCFC1,3054,JUN,3725,0.55
ARID3A,1820,E2F1,1869,0.966
KDR,3791,FBXW11,23291,0.903
SRC,6714,CREBBP,1387,0.984
PQBP1,10084,POLR2A,5430,0.902
OTUB1,55611,CDKN1A,1026,0.55
KIAA0087,9808,TP53,7157,0.707
AP1M2,10053,AP2B1,163,0.994
PML,5371,EIF4E,1977,0.55
STAT1,6772,MCM3,4172,0.951
SH3GL1,6455,PSAP,5660,0.589
NEDD4L,23327,UBE2E1,7324,0.951
POLR2C,5432,POLR2L,5441,0.798
PRKAR1A,5573,CDK4,1019,0.951
ANAPC2,29882,SMAD2,4087,0.798
MAP2,4133,MARK4,57787,0.732
IL16,3603,KCND2,3751,0.936
HDAC6,10013,EP300,2033,0.952
MBD3,53615,SPEN,23013,0.926
PRKAR2A,5576,SMAD4,4089,0.951
CSNK2B,1460,TCTEX1D2,255758,0.862
ROCK1,6093,SMAD2,4087,0.862
SLC9A1,6548,CHP,11261,0.558
SYT7,9066,STX3,6809,0.732
RET,5979,GRB7,2886,0.967
PTK2,5747,ATG12,9140,0.862
INSR,3643,ARHGAP26,23092,0.951
SGK1,6446,GSK3B,2932,0.821
LRP2BP,55805,COPS3,8533,0.862
HDAC2,3066,PHF21A,51317,0.984
ITGB3,3690,FN1,2335,0.931
GNA12,2768,ARHGEF11,9826,0.753
COPS6,10980,COX17,10063,0.547
ACTA1,58,UTRN,7402,0.966
JUN,3725,NFYA,4800,0.966
MMP7,4316,CD44,960,0.692
EGFR,1956,HOXC10,3226,0.984
F13A1,2162,SH3GL2,6456,0.901
HDAC1,3065,CTBP1,1487,0.936
EPS15,2060,ITSN1,6453,0.743
DTX3L,151636,UBE2D3,7323,0.8
RBM14,10432,EP300,2033,0.952
TINAGL1,64129,SMAD9,4093,0.821
ADCYAP1,116,MME,4311,0.997
CEBPA,1050,GATA2,2624,0.707
BAT3,7917,CSTF2,1478,0.901
RAC1,5879,CAV1,857,0.845
LYN,4067,MS4A1,931,0.951
JAK3,3718,SH2B2,10603,0.895
ITGB5,3693,MYO10,4651,0.903
NUDT21,11051,DBN1,1627,0.952
MET,4233,HGS,9146,0.967
EXOC4,60412,RALA,5898,0.964
STAP2,55620,STAT5B,6777,0.951
TLR1,7096,TLR9,54106,0.735
BLNK,29760,NAP1L1,4673,0.951
PRKCA,5578,XK,7504,0.951
CABLES2,81928,TP53,7157,0.984
ARF6,382,EXOC5,10640,0.798
ANXA11,311,S100A6,6277,0.558
NFKB1,4790,ELF1,1997,0.984
PRR13,54458,KRTAP4-12,83755,0.951
WDR18,57418,C4orf14,84273,0.558
LRP5,4041,DKK1,22943,0.641
SF3B4,10262,SF3B2,10992,0.768
STX7,8417,STX8,9482,0.798
BTK,695,WAS,7454,0.988
ATP6V1A,523,CDKN1A,1026,0.964
UBR1,197131,GADD45A,1647,0.951
PPARG,5468,RXRB,6257,0.936
BRCA1,672,YY1,7528,0.984
CCNK,8812,CDK2,1017,0.984
UBQLN4,56893,TNFRSF14,8764,0.743
KRAS,3845,IGSF21,84966,0.732
FAF1,11124,CSNK2A1,1457,0.901
FGF6,2251,FGFR3,2261,0.829
UBE2D2,7322,NFKBIA,4792,0.901
LTA4H,4048,TMEM62,80021,0.896
ACTB,60,VSNL1,7447,0.743
PHACTR3,116154,PPP1CA,5499,0.895
CBFA2T3,863,RUNX1,861,0.707
FHL5,9457,COIL,8161,0.55
NCOA6,23054,MED23,9439,0.952
CASP3,836,AIFM1,9131,0.951
FLNC,2318,MYOZ3,91977,0.951
KDR,3791,PLCG1,5335,0.962
UBQLN4,56893,RAD23A,5886,0.862
IL8RB,3579,MYO5B,4645,0.994
SUFU,51684,RBPJ,3516,0.55
KCNJ15,3772,INADL,10207,0.964
CAPN1,823,TINAGL1,64129,0.862
GRIN1,2902,GRIN2D,2906,0.951
PRC1,9055,CCDC85B,11007,0.966
SHC1,6464,STAT5A,6776,0.951
CTNNB1,1499,CDK6,1021,0.951
ZBTB16,7704,RXRA,6256,0.984
CCR3,1232,CCL13,6357,0.931
MUTYH,4595,PCNA,5111,0.964
RP4-691N24.1,22981,APEX2,27301,0.901
HSPA5,3309,EIF2AK3,9451,0.903
SMAD2,4087,SMAD3,4088,0.902
DLG4,1742,DLGAP1,9229,0.989
FOXO1,2308,SMAD3,4088,0.902
WNT1,7471,FZD9,8326,0.692
UNC119,9094,SERPINB9,5272,0.743
IRAK1,3654,IRF7,3665,0.951
BAT3,7917,CDK4,1019,0.951
ABL1,25,YTHDC1,91746,0.862
ATF7IP,55729,ZBTB6,10773,0.984
MMP9,4318,COL4A6,1288,0.987
TNFSF10,8743,ACP5,54,0.951
MYO15A,51168,USP13,8975,0.951
RET,5979,PIK3R1,5295,0.962
YWHAQ,10971,MEF2D,4209,0.984
SNRPD2,6633,SMN2,6607,0.605
HNF4A,3172,NR2F1,7025,0.984
SMARCA2,6595,ARID1B,57492,0.966
VAV1,7409,RAC1,5879,0.695
RPS6KA1,6195,NR4A1,3164,0.821
ADAM9,8754,MAD2L2,10459,0.558
SYNJ1,8867,CDK5,1020,0.984
CMA1,1215,MMP1,4312,0.768
MYCBP,26292,SSRP1,6749,0.707
TINAGL1,64129,MDFI,4188,0.901
PRKG1,5592,VASP,7408,0.902
GADD45A,1647,RXRA,6256,0.984
SPTBN4,57731,DISC1,27185,0.862
TK1,7083,RXRA,6256,0.966
PPP1CA,5499,PPP1R15A,23645,0.984
ARSE,415,C19orf6,91304,0.984
RB1,5925,CTBP1,1487,0.966
PTPN6,5777,PTPN11,5781,0.629
LSM2,57819,GBP2,2634,0.681
ANKRD24,170961,PIP4K2C,79837,0.732
RBPMS,11030,CDC23,8697,0.558
HDAC5,10014,CBX5,23468,0.936
SMAD1,4086,SNIP1,79753,0.966
CSAD,51380,ANXA7,310,0.901
RTN3,10313,PLEKHF2,79666,0.862
GSC,145258,FOXA2,3170,0.984
SNRPD2,6633,SNRPF,6636,0.605
HNF4A,3172,CREBBP,1387,0.902
CASP1,834,BCL2L1,598,0.743
MSX1,4487,POU2F1,5451,0.55
PLXNB1,5364,MET,4233,0.994
HTRA1,5654,COX5A,9377,0.967
RPS6KA1,6195,CCT4,10575,0.966
HDAC1,3065,SETDB1,9869,0.55
GNB1,2782,CACNA1A,773,0.895
HMOX1,3162,AKT1,207,0.87
TP63,8626,EP300,2033,0.984
ND4,4538,SMAD4,4089,0.951
BMP7,655,NCOA3,8202,0.984
PHC2,1912,MCM2,4171,0.821
CHMP1A,5119,CHMP1B,57132,0.952
HCK,3055,DNM2,1785,0.743
TRAF1,7185,AKAP8,10270,0.951
UPF2,26019,SMG1,23049,0.798
MAPK8,5599,PNRC1,10957,0.901
MYD88,4615,IRF5,3663,0.967
PCBP1,5093,ZNF384,171017,0.952
EGFR,1956,SFN,2810,0.984
MS4A1,931,CSNK2A1,1457,0.862
ALOX12,239,LMNA,4000,0.951
LNX1,84708,DDX17,10521,0.743
CFLAR,8837,CASP7,840,0.901
CCNB1,891,PKMYT1,9088,0.996
GAD2,2572,GAD1,2571,0.798
UBA52,7311,SMURF1,57154,0.984
PSMA3,5684,PSMA1,5682,0.901
EWSR1,2130,CEACAM5,1048,0.895
